集計期間,売上,会計数,会計単価,客数,客単価,商品数,現金支払合計額,現金その他支払合計額,割引額,取引No,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード(オンライン決済),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジ担当者名,ID,カテゴリー名,メニュー名,価格,注文数量
,,,,,,,,,,RB0120260116195904000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3C7A46BEA12847059D2CD1AE82051435,オリジナルカクテル,Tommy's Verde Margarita,0,1
,,,,,,,,,,RB0120260116195904000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3C7A46BEA12847059D2CD1AE82051435,ジャパニーズカクテル,本わさびジンソニック,0,1
,,,,,,,,,,RB0120260116195904000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3C7A46BEA12847059D2CD1AE82051435,ジャパニーズカクテル,Hojicha Negroni,0,1
,,,,,,,,,,RB0120260116210429000,2026/01/16,23:05:37,40590,36900,3690,0,40590,3690,0,40590,0,0,0,0,0,0,0,0,0,0,0,0,0,3690,0,3690,4,18,02:01:07,E,大泉,D8AA43ED46D4485D8801DB3566E95365,スナック,MIXローストナッツ,800,1
,,,,,,,,,,RB0120260116210429000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8AA43ED46D4485D8801DB3566E95365,スナック,MIXローストナッツ,800,1
,,,,,,,,,,RB0120260116210429000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8AA43ED46D4485D8801DB3566E95365,スナック,生チョコレート,1000,1
,,,,,,,,,,RB0120260116210429000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8AA43ED46D4485D8801DB3566E95365,スナック,生チョコレート,1000,1
,,,,,,,,,,RB0120260116210429000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8AA43ED46D4485D8801DB3566E95365,スナック,チーズ盛り合わせ,2200,1
,,,,,,,,,,RB0120260116210429000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8AA43ED46D4485D8801DB3566E95365,スナック,チーズ盛り合わせ,2200,1
,,,,,,,,,,RB0120260116210429000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8AA43ED46D4485D8801DB3566E95365,その他,tablecharge,500,4
,,,,,,,,,,RB0120260116210429000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8AA43ED46D4485D8801DB3566E95365,ウイスキー（ハイボール・ボトル・オリジナル）,ハウスハイボール,1300,1
,,,,,,,,,,RB0120260116210429000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8AA43ED46D4485D8801DB3566E95365,ワイン（グラス）,パナメラ・シャルドネ,1600,4
,,,,,,,,,,RB0120260116210429000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8AA43ED46D4485D8801DB3566E95365,ワイン（グラス）,パナメラ・カルベネ・ソーヴィニョン,1600,1
,,,,,,,,,,RB0120260116210429000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8AA43ED46D4485D8801DB3566E95365,ワイン,パナメラ シャルドネ,8800,1
,,,,,,,,,,RB0120260116210429000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8AA43ED46D4485D8801DB3566E95365,ワイン,パナメラ カベルネ・ソーヴィニョン,8800,1
,,,,,,,,,,RB0120260116212215000,2026/01/16,23:20:22,20790,18900,1890,0,20790,1890,25000,0,0,0,0,0,0,0,0,0,0,0,0,4210,0,1890,0,1890,2,15,01:58:07,A,大泉,82D86B9C51784D289937F9D4F5F4EB43,スナック,生チョコレート,1000,1
,,,,,,,,,,RB0120260116212215000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82D86B9C51784D289937F9D4F5F4EB43,スナック,パプリカ詰めオリーブ,1000,1
,,,,,,,,,,RB0120260116212215000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82D86B9C51784D289937F9D4F5F4EB43,その他,tablecharge,500,2
,,,,,,,,,,RB0120260116212215000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82D86B9C51784D289937F9D4F5F4EB43,アラカルト,トマトのカプレーゼ,1500,1
,,,,,,,,,,RB0120260116212215000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82D86B9C51784D289937F9D4F5F4EB43,ビール,ガージェリー,1300,1
,,,,,,,,,,RB0120260116212215000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82D86B9C51784D289937F9D4F5F4EB43,ワイン（グラス）,パナメラ・シャルドネ,1600,1
,,,,,,,,,,RB0120260116212215000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82D86B9C51784D289937F9D4F5F4EB43,デザート,本日のデザート,1200,1
,,,,,,,,,,RB0120260116212215000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82D86B9C51784D289937F9D4F5F4EB43,ご飯もの,禁断パスタ,1800,1
,,,,,,,,,,RB0120260116212215000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82D86B9C51784D289937F9D4F5F4EB43,スナック,いぶりがっこ,300,1
,,,,,,,,,,RB0120260116212215000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82D86B9C51784D289937F9D4F5F4EB43,オリジナルカクテル,セイロンバックスフィズ,1500,1
,,,,,,,,,,RB0120260116212215000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82D86B9C51784D289937F9D4F5F4EB43,オリジナルカクテル,ゴールデンタイムフィズ,1700,1
,,,,,,,,,,RB0120260116212215000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82D86B9C51784D289937F9D4F5F4EB43,ジャパニーズカクテル,本わさびジンソニック,1800,1
,,,,,,,,,,RB0120260116212215000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82D86B9C51784D289937F9D4F5F4EB43,ジャパニーズカクテル,焙じ茶ジンソーダ,1400,1
,,,,,,,,,,RB0120260116212215000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82D86B9C51784D289937F9D4F5F4EB43,ワイン（グラス）,"サングリア赤　1,800円",1800,1
,,,,,,,,,,RB0120260116231233000,2026/01/16,23:30:34,4290,3900,390,0,4290,390,10000,0,0,0,0,0,0,0,0,0,0,0,0,5710,0,390,0,390,1,3,00:18:01,9,大泉,C27E55A1BD754E1FBFF4FB80C121A52B,その他,tablecharge,500,1
,,,,,,,,,,RB0120260116231233000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C27E55A1BD754E1FBFF4FB80C121A52B,ご飯もの,ラザニア,1600,1
,,,,,,,,,,RB0120260116231233000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C27E55A1BD754E1FBFF4FB80C121A52B,ジャパニーズカクテル,本わさびジンソニック,1800,1
,,,,,,,,,,RB0120260116222855000,2026/01/16,23:31:53,11330,10300,1030,0,11330,1030,0,11330,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,0,1030,3,8,01:02:58,"4, 5, 6",大泉,36855291349A43B79938A3F524CDC742,その他,tablecharge,500,3
,,,,,,,,,,RB0120260116222855000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36855291349A43B79938A3F524CDC742,ジャパニーズカクテル,山葵と梨のスマッシュ,2300,1
,,,,,,,,,,RB0120260116222855000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36855291349A43B79938A3F524CDC742,オリジナルカクテル,ゴールデンタイムフィズ,1700,1
,,,,,,,,,,RB0120260116222855000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36855291349A43B79938A3F524CDC742,オリジナルカクテル,Espresso Martini,1800,1
,,,,,,,,,,RB0120260116222855000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36855291349A43B79938A3F524CDC742,オリジナルカクテル,Cafe Oaxaca,1600,1
,,,,,,,,,,RB0120260116222855000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36855291349A43B79938A3F524CDC742,ジャパニーズカクテル,焙じ茶ジンソーダ,1400,1
,,,,,,,,,,RB0120260116185417000,2026/01/16,23:39:57,42190,42900,3835,0,42190,3835,0,42190,0,0,0,0,0,0,0,0,0,0,0,0,0,-710,0,-710,4,22,04:45:40,B,大泉,2810765C1D01448EA6653263D24D0BCB,その他,tablecharge,500,4
,,,,,,,,,,RB0120260116185417000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2810765C1D01448EA6653263D24D0BCB,アラカルト,カルパッチョ,1700,1
,,,,,,,,,,RB0120260116185417000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2810765C1D01448EA6653263D24D0BCB,黒板メニュー,黒板メニュー　肉料理,3000,1
,,,,,,,,,,RB0120260116185417000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2810765C1D01448EA6653263D24D0BCB,ブランデー,レミーマルタン1738,1800,1
,,,,,,,,,,RB0120260116185417000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2810765C1D01448EA6653263D24D0BCB,ビール,ガージェリー,1300,4
,,,,,,,,,,RB0120260116185417000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2810765C1D01448EA6653263D24D0BCB,サラダ,シーザーサラダ フル,1600,1
,,,,,,,,,,RB0120260116185417000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2810765C1D01448EA6653263D24D0BCB,アラカルト,唐揚げ,1300,1
,,,,,,,,,,RB0120260116185417000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2810765C1D01448EA6653263D24D0BCB,ご飯もの,ラザニア,1600,1
,,,,,,,,,,RB0120260116185417000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2810765C1D01448EA6653263D24D0BCB,アラカルト,ガーリックシュリンプ,1500,1
,,,,,,,,,,RB0120260116185417000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2810765C1D01448EA6653263D24D0BCB,ジャパニーズカクテル,焙じ茶ジンソーダ,1400,1
,,,,,,,,,,RB0120260116185417000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2810765C1D01448EA6653263D24D0BCB,ワイン,パナメラ シャルドネ,8800,1
,,,,,,,,,,RB0120260116185417000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2810765C1D01448EA6653263D24D0BCB,ワイン,パナメラ カベルネ・ソーヴィニョン,8800,1
,,,,,,,,,,RB0120260116185417000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2810765C1D01448EA6653263D24D0BCB,ソフトドリンク,ウーロン茶,800,3
,,,,,,,,,,RB0120260116185417000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2810765C1D01448EA6653263D24D0BCB,ワイン（グラス）,"サングリア赤　1,800円",1800,1
,,,,,,,,,,RB0120260116231201000,2026/01/16,23:49:07,18810,17100,1710,0,18810,1710,0,18810,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,0,1710,4,14,00:37:05,D,大泉,EF365C1E49F84C20A538D997D13CBD61,スナック,MIXローストナッツ,800,1
,,,,,,,,,,RB0120260116231201000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF365C1E49F84C20A538D997D13CBD61,スナック,ドライフルーツ,1000,1
,,,,,,,,,,RB0120260116231201000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF365C1E49F84C20A538D997D13CBD61,その他,tablecharge,500,4
,,,,,,,,,,RB0120260116231201000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF365C1E49F84C20A538D997D13CBD61,その他,丸氷,100,1
,,,,,,,,,,RB0120260116231201000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF365C1E49F84C20A538D997D13CBD61,ジャパニーズカクテル,山葵と梨のスマッシュ,2300,1
,,,,,,,,,,RB0120260116231201000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF365C1E49F84C20A538D997D13CBD61,オリジナルカクテル,セイロンバックスフィズ,1500,1
,,,,,,,,,,RB0120260116231201000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF365C1E49F84C20A538D997D13CBD61,オリジナルカクテル,Espresso Martini,1800,1
,,,,,,,,,,RB0120260116231201000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF365C1E49F84C20A538D997D13CBD61,オリジナルカクテル,Cafe Oaxaca,1600,1
,,,,,,,,,,RB0120260116231201000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF365C1E49F84C20A538D997D13CBD61,ジャパニーズカクテル,焙じ茶ジンソーダ,1400,1
,,,,,,,,,,RB0120260116231201000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF365C1E49F84C20A538D997D13CBD61,ウイスキー,アラン ポートカスク,1600,1
,,,,,,,,,,RB0120260116231201000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF365C1E49F84C20A538D997D13CBD61,ウイスキー,マッカランシェリーカスク12年,3000,1
,,,,,,,,,,RB0120260117002133000,2026/01/17,00:35:35,14410,13100,1310,0,14410,1310,0,14410,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,0,1310,2,13,00:14:02,4,大泉,4EAAEE1947774F13BCCFDE1FF61B756C,その他,tablecharge,500,2
,,,,,,,,,,RB0120260117002133000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4EAAEE1947774F13BCCFDE1FF61B756C,その他,丸氷,100,2
,,,,,,,,,,RB0120260117002133000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4EAAEE1947774F13BCCFDE1FF61B756C,ジャパニーズカクテル,Japanese High Tea,1800,1
,,,,,,,,,,RB0120260117002133000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4EAAEE1947774F13BCCFDE1FF61B756C,ジャパニーズカクテル,Niu Japonica,1600,1
,,,,,,,,,,RB0120260117002133000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4EAAEE1947774F13BCCFDE1FF61B756C,スナック,いぶりがっこ,300,1
,,,,,,,,,,RB0120260117002133000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4EAAEE1947774F13BCCFDE1FF61B756C,オリジナルカクテル,ハーバルウォッカトニック,1800,1
,,,,,,,,,,RB0120260117002133000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4EAAEE1947774F13BCCFDE1FF61B756C,スナック,パテドカンパーニュ,1000,1
,,,,,,,,,,RB0120260117002133000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4EAAEE1947774F13BCCFDE1FF61B756C,ワイン（グラス）,"サングリア白　1,800円",1800,1
,,,,,,,,,,RB0120260117002133000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4EAAEE1947774F13BCCFDE1FF61B756C,ドリンク,梅酒,1200,3
,,,,,,,,,,RB0120260117182932000,2026/01/17,19:17:45,6380,5800,580,0,6380,580,0,6380,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,580,1,4,00:48:13,5,大泉,9BFCD4DC031A4B69A64E96778DB85869,その他,tablecharge,500,1
,,,,,,,,,,RB0120260117182932000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9BFCD4DC031A4B69A64E96778DB85869,ウイスキー（ハイボール・ボトル・オリジナル）,プレミアムハウスハイボール,2000,2
,,,,,,,,,,RB0120260117182932000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9BFCD4DC031A4B69A64E96778DB85869,ビール,ガージェリー,1300,1
,,,,,,,,,,RB0120260117181846000,2026/01/17,21:10:07,20680,18800,1880,0,20680,1880,0,20680,0,0,0,0,0,0,0,0,0,0,0,0,0,1880,0,1880,2,18,02:51:21,E,大泉,448D7D3408274717AB1236BECBABB67B,スナック,生チョコレート,1000,1
,,,,,,,,,,RB0120260117181846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448D7D3408274717AB1236BECBABB67B,その他,tablecharge,500,2
,,,,,,,,,,RB0120260117181846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448D7D3408274717AB1236BECBABB67B,アラカルト,トマトのカプレーゼ,1500,1
,,,,,,,,,,RB0120260117181846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448D7D3408274717AB1236BECBABB67B,その他,丸氷,100,2
,,,,,,,,,,RB0120260117181846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448D7D3408274717AB1236BECBABB67B,ジャパニーズウイスキー,竹鶴,1700,2
,,,,,,,,,,RB0120260117181846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448D7D3408274717AB1236BECBABB67B,ビール,ハートランド,1000,2
,,,,,,,,,,RB0120260117181846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448D7D3408274717AB1236BECBABB67B,ワイン（グラス）,デバルド・ビアンコ,1200,2
,,,,,,,,,,RB0120260117181846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448D7D3408274717AB1236BECBABB67B,ワイン（グラス）,パナメラ・シャルドネ,1600,1
,,,,,,,,,,RB0120260117181846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448D7D3408274717AB1236BECBABB67B,アラカルト,フレンチフライ,1000,1
,,,,,,,,,,RB0120260117181846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448D7D3408274717AB1236BECBABB67B,アラカルト,唐揚げ,1300,1
,,,,,,,,,,RB0120260117181846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448D7D3408274717AB1236BECBABB67B,ご飯もの,ラザニア,1600,1
,,,,,,,,,,RB0120260117181846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448D7D3408274717AB1236BECBABB67B,スナック,鴨のスモーク,800,1
,,,,,,,,,,RB0120260117181846000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448D7D3408274717AB1236BECBABB67B,スナック,牡蠣のレモンマリネ,1000,1
,,,,,,,,,,RB0120260117190210000,2026/01/17,21:41:05,46090,41900,4190,0,46090,4190,0,46090,0,0,0,0,0,0,0,0,0,0,0,0,0,4190,0,4190,4,30,02:38:55,D,大泉,3A9425A6C4914345A06ED8CB3EC13BB5,スナック,生チョコレート,1000,1
,,,,,,,,,,RB0120260117190210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A9425A6C4914345A06ED8CB3EC13BB5,スナック,ドライフルーツ,1000,1
,,,,,,,,,,RB0120260117190210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A9425A6C4914345A06ED8CB3EC13BB5,その他,tablecharge,500,4
,,,,,,,,,,RB0120260117190210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A9425A6C4914345A06ED8CB3EC13BB5,アラカルト,カルパッチョ,1700,1
,,,,,,,,,,RB0120260117190210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A9425A6C4914345A06ED8CB3EC13BB5,ウイスキー（ハイボール・ボトル・オリジナル）,ハウスハイボール,1300,3
,,,,,,,,,,RB0120260117190210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A9425A6C4914345A06ED8CB3EC13BB5,ウイスキー（ハイボール・ボトル・オリジナル）,ハウスハイボール,1300,4
,,,,,,,,,,RB0120260117190210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A9425A6C4914345A06ED8CB3EC13BB5,ウイスキー（ハイボール・ボトル・オリジナル）,プレミアムハウスハイボール,2000,1
,,,,,,,,,,RB0120260117190210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A9425A6C4914345A06ED8CB3EC13BB5,アラカルト,フレンチフライ,1000,1
,,,,,,,,,,RB0120260117190210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A9425A6C4914345A06ED8CB3EC13BB5,アラカルト,鶏もものソテー,1800,1
,,,,,,,,,,RB0120260117190210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A9425A6C4914345A06ED8CB3EC13BB5,ご飯もの,禁断パスタ,1800,1
,,,,,,,,,,RB0120260117190210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A9425A6C4914345A06ED8CB3EC13BB5,ジャパニーズカクテル,山葵と梨のスマッシュ,2300,1
,,,,,,,,,,RB0120260117190210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A9425A6C4914345A06ED8CB3EC13BB5,ジャパニーズカクテル,Niu Japonica,1600,2
,,,,,,,,,,RB0120260117190210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A9425A6C4914345A06ED8CB3EC13BB5,アラカルト,ガーリックシュリンプ,1500,1
,,,,,,,,,,RB0120260117190210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A9425A6C4914345A06ED8CB3EC13BB5,ジャパニーズカクテル,本わさびジンソニック,1800,2
,,,,,,,,,,RB0120260117190210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A9425A6C4914345A06ED8CB3EC13BB5,ジャパニーズカクテル,本わさびジンソニック,1800,2
,,,,,,,,,,RB0120260117190210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A9425A6C4914345A06ED8CB3EC13BB5,ジャパニーズカクテル,本わさびジンソニック,1800,2
,,,,,,,,,,RB0120260117190210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A9425A6C4914345A06ED8CB3EC13BB5,スナック,バーニャカウダ,1000,1
,,,,,,,,,,RB0120260117190210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A9425A6C4914345A06ED8CB3EC13BB5,ウイスキー,ハイランドパーク12年,1700,1
,,,,,,,,,,RB0120260117204240000,2026/01/17,22:11:17,14850,13500,1350,0,14850,1350,0,14850,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,0,1350,3,12,01:28:37,A,大泉,DD73A59FAEB64B7A9932ADB9E71E5C6D,その他,tablecharge,500,3
,,,,,,,,,,RB0120260117204240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD73A59FAEB64B7A9932ADB9E71E5C6D,その他,丸氷,100,1
,,,,,,,,,,RB0120260117204240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD73A59FAEB64B7A9932ADB9E71E5C6D,スナック,生ハム盛り,1600,1
,,,,,,,,,,RB0120260117204240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD73A59FAEB64B7A9932ADB9E71E5C6D,オリジナルカクテル,セイロンバックスフィズ,1500,1
,,,,,,,,,,RB0120260117204240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD73A59FAEB64B7A9932ADB9E71E5C6D,オリジナルカクテル,ゴールデンタイムフィズ,1700,1
,,,,,,,,,,RB0120260117204240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD73A59FAEB64B7A9932ADB9E71E5C6D,オリジナルカクテル,ハーバルウォッカトニック,1800,1
,,,,,,,,,,RB0120260117204240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD73A59FAEB64B7A9932ADB9E71E5C6D,ジャパニーズカクテル,焙じ茶ジンソーダ,1400,1
,,,,,,,,,,RB0120260117204240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD73A59FAEB64B7A9932ADB9E71E5C6D,ジャパニーズカクテル,Hojicha Negroni,1700,1
,,,,,,,,,,RB0120260117204240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD73A59FAEB64B7A9932ADB9E71E5C6D,スナック,バーニャカウダ,1000,1
,,,,,,,,,,RB0120260117204240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DD73A59FAEB64B7A9932ADB9E71E5C6D,ウイスキー,ヘンリーマッケナ,1200,1
,,,,,,,,,,RB0120260117213755000,2026/01/17,23:05:14,10780,9800,980,0,10780,980,11000,0,0,0,0,0,0,0,0,0,0,0,0,220,0,980,0,980,2,9,01:27:19,C,大泉,97AB7F4FABEA43958B520B409D57EA23,スナック,生チョコレート,1000,1
,,,,,,,,,,RB0120260117213755000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97AB7F4FABEA43958B520B409D57EA23,その他,tablecharge,500,2
,,,,,,,,,,RB0120260117213755000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97AB7F4FABEA43958B520B409D57EA23,その他,丸氷,100,1
,,,,,,,,,,RB0120260117213755000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97AB7F4FABEA43958B520B409D57EA23,ワイン（グラス）,デバルド・ビアンコ,1200,1
,,,,,,,,,,RB0120260117213755000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97AB7F4FABEA43958B520B409D57EA23,ワイン（グラス）,デバルド・ロッソ,1200,1
,,,,,,,,,,RB0120260117213755000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97AB7F4FABEA43958B520B409D57EA23,ご飯もの,禁断パスタ,1800,1
,,,,,,,,,,RB0120260117213755000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97AB7F4FABEA43958B520B409D57EA23,ジャパニーズカクテル,山葵と梨のスマッシュ,2300,1
,,,,,,,,,,RB0120260117213755000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97AB7F4FABEA43958B520B409D57EA23,ドリンク,梅酒,1200,1
,,,,,,,,,,RB0120260117231441000,2026/01/18,00:12:17,11220,10200,1020,0,11220,1020,0,11220,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,1020,3,9,00:57:36,D,大泉,09DA8203124E47BE86C6D3CAC6772AC8,その他,tablecharge,500,3
,,,,,,,,,,RB0120260117231441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09DA8203124E47BE86C6D3CAC6772AC8,スナック,ビーフジャーキー,1000,1
,,,,,,,,,,RB0120260117231441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09DA8203124E47BE86C6D3CAC6772AC8,ジャパニーズカクテル,山葵と梨のスマッシュ,2300,1
,,,,,,,,,,RB0120260117231441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09DA8203124E47BE86C6D3CAC6772AC8,ジャパニーズカクテル,Japanese High Tea,1800,1
,,,,,,,,,,RB0120260117231441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09DA8203124E47BE86C6D3CAC6772AC8,ジャパニーズカクテル,Niu Japonica,1600,1
,,,,,,,,,,RB0120260117231441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09DA8203124E47BE86C6D3CAC6772AC8,スナック,牡蠣のレモンマリネ,1000,1
,,,,,,,,,,RB0120260117231441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09DA8203124E47BE86C6D3CAC6772AC8,スナック,パテドカンパーニュ,1000,1
,,,,,,,,,,RB0120260117221309000,2026/01/18,00:18:44,15510,14100,1410,0,15510,1410,0,15510,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,0,1410,1,8,02:05:34,5,大泉,F565E54DCA9045979D939B77DFEB31C6,未設定,No charge,0,1
,,,,,,,,,,RB0120260117221309000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F565E54DCA9045979D939B77DFEB31C6,スナック,生ハム盛り,1600,1
,,,,,,,,,,RB0120260117221309000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F565E54DCA9045979D939B77DFEB31C6,アラカルト,カルパッチョ,1700,1
