集計期間,売上,会計数,会計単価,客数,客単価,商品数,現金支払合計額,現金その他支払合計額,割引額,取引No,来店日,来店時間,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ),QR決済(Airペイ QR),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券内訳,売掛内訳,金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),まとめ買い割引(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジID,レジ担当者名,リソース名,ID,カテゴリー名,メニュー名,種別１,種別２,価格,注文数量,個別割引/割増数量,個別割引/割増単価,単位,個別割引/割増合計額,まとめ買い割引名,まとめ買い割引セット価格,まとめ買い割引セット数,まとめ買い割引数,まとめ買い割引合計額
,,,,,,,,,,HD0020260113193305823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B99F4AA4D6BB42BC9BC8313CBE88E3D0,串焼き,万能ネギのしゃぶ串,,,330,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260113193305823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B99F4AA4D6BB42BC9BC8313CBE88E3D0,串焼き,焼き鳥【レバー】,タレ,,308,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260113193305823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B99F4AA4D6BB42BC9BC8313CBE88E3D0,煮込み,煮込み【ホルモン】,,,308,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260113193305823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B99F4AA4D6BB42BC9BC8313CBE88E3D0,煮込み,煮込み【牛すじ】,,,308,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260113193305823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B99F4AA4D6BB42BC9BC8313CBE88E3D0,串焼き,焼き鳥【軟骨】,,,308,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260113205716897,2026/01/13,20:55:40,2026/01/13,22:19:20,6545,6545,595,0,6545,595,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,2,10,01:23:40,T9,0001,上田友仁,未設定,0415BB57C06F483991EC33AD77D77434,串焼き,のりチーズ,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260113205716897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0415BB57C06F483991EC33AD77D77434,アルコール,かめやハイボール,ジンジャー,,660,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260113205716897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0415BB57C06F483991EC33AD77D77434,アルコール,かめやハイボール,極かめやハイボール,,605,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260113205716897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0415BB57C06F483991EC33AD77D77434,単品料理,たこわさ,,,495,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260113205716897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0415BB57C06F483991EC33AD77D77434,単品料理,たたききゅうり,,,495,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260113205716897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0415BB57C06F483991EC33AD77D77434,お通し,お通し,男性,,330,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260113205716897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0415BB57C06F483991EC33AD77D77434,日本酒,鳳凰美田【剱】,,,1320,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260113205716897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0415BB57C06F483991EC33AD77D77434,串焼き,万能ネギのしゃぶ串,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260113205716897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0415BB57C06F483991EC33AD77D77434,日本酒,鍋島【きたしずく】,,,1650,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114175211708,2026/01/14,17:49:42,2026/01/14,18:54:31,16654,16654,1514,0,16654,1514,0,16654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,01:04:49,T9,0001,大兼直,未設定,DB9DC81B4B06404DA12CE49D8785FAE2,アルコール,角ハイボール,角ハイボール,,660,4,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114175211708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB9DC81B4B06404DA12CE49D8785FAE2,単品料理,冷奴,,,418,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114175211708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB9DC81B4B06404DA12CE49D8785FAE2,お通し,お通し,男性,,330,4,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114175211708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB9DC81B4B06404DA12CE49D8785FAE2,串焼き,レタス巻き,レタス巻き,,330,4,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114175211708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB9DC81B4B06404DA12CE49D8785FAE2,ビール,メガビール,,,1045,6,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114175211708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB9DC81B4B06404DA12CE49D8785FAE2,煮込み,煮込み【ホルモン】,,,308,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114175211708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB9DC81B4B06404DA12CE49D8785FAE2,煮込み,煮込み【牛すじ】,,,308,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114175211708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB9DC81B4B06404DA12CE49D8785FAE2,煮込み,煮込み【豚串】,,,308,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114175211708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB9DC81B4B06404DA12CE49D8785FAE2,単品料理,よだれ鶏,,,660,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114175211708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB9DC81B4B06404DA12CE49D8785FAE2,単品料理,桃色片想いのチキン南蛮,,,858,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114175211708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB9DC81B4B06404DA12CE49D8785FAE2,焼酎,跳ねる一日,ソーダ割り,,660,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114175211708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DB9DC81B4B06404DA12CE49D8785FAE2,焼酎,歩く一日,ソーダ割り,,660,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114180942918,2026/01/14,18:05:23,2026/01/14,19:01:54,6369,6369,579,0,6369,579,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,2,17,00:56:31,T2,0001,大兼直,未設定,6594B03B4ECA4FEB8D8D6E15587C0AA5,串焼き,のりチーズ,,,330,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114180942918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6594B03B4ECA4FEB8D8D6E15587C0AA5,串焼き,黒チーズ,,,330,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114180942918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6594B03B4ECA4FEB8D8D6E15587C0AA5,串焼き,アスパラ肉巻き,,,330,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114180942918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6594B03B4ECA4FEB8D8D6E15587C0AA5,ビール,生ビール,生ジョッキ,,660,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114180942918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6594B03B4ECA4FEB8D8D6E15587C0AA5,ビール,ミニジョッキビール,,,385,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114180942918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6594B03B4ECA4FEB8D8D6E15587C0AA5,単品料理,たこわさ,,,495,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114180942918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6594B03B4ECA4FEB8D8D6E15587C0AA5,お通し,お通し,男性,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114180942918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6594B03B4ECA4FEB8D8D6E15587C0AA5,お通し,お通し,女性,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114180942918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6594B03B4ECA4FEB8D8D6E15587C0AA5,単品料理,焼きおにぎり,,,418,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114180942918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6594B03B4ECA4FEB8D8D6E15587C0AA5,串焼き,豚串,,,330,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114180942918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6594B03B4ECA4FEB8D8D6E15587C0AA5,串焼き,お好み焼き串,,,308,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,2026/01/14,17:37:31,2026/01/14,20:02:01,54922,54922,4992,0,54922,4992,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,11,147,02:24:30,"T12, T13",0001,久保村汐音,未設定,D404D7FC457746099F756A93D28B4674,串焼き,のりチーズ,,,330,6,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,串焼き,アスパラ肉巻き,,,330,5,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,串焼き,つくね,,,308,4,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,飲み放題ドリンク,フリードリンク,緑茶ハイ,,0,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,飲み放題ドリンク,フリードリンク,生ビール,,0,20,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,飲み放題ドリンク,フリードリンク,芋【お湯割り】,,0,5,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,飲み放題ドリンク,フリードリンク,グレフルサワー,,0,8,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,飲み放題ドリンク,フリードリンク,レモンサワー,,0,4,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,飲み放題ドリンク,フリードリンク2,ハイボール,,0,10,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,飲み放題ドリンク,フリードリンク2,ウーロン茶,,0,5,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,単品料理,枝豆,,,418,4,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,単品料理,いぶりがっこ,,,638,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,単品料理,たたききゅうり,,,495,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,単品料理,イカの一夜干し,,,858,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,単品料理,鶏唐揚げ,,,748,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,コース,飲み放題,飲み放題2H,,2200,11,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,お通し,お通し,男性,,330,11,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,串焼き,豚しそ巻き,,,286,6,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,単品料理,ニラ玉,,,660,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,串焼き,紅生姜巻き,,,308,6,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,串焼き,豆苗しゃぶ串,,,308,5,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,串焼き,お好み焼き串,,,308,5,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,単品料理,ピリ辛メンマ,,,528,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,単品料理,わさびと食べる紅生姜のだし巻き,,,660,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,単品料理,2倍シャカシャカポテト,バター醤油,,1078,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,串焼き,万能ネギのしゃぶ串,,,330,6,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,煮込み,煮込み【ホルモン】,,,308,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,煮込み,煮込み【牛すじ】,,,308,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,串焼き,エビマヨ串,,,365,5,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114174309643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D404D7FC457746099F756A93D28B4674,単品料理,肉野菜炒め,,,825,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114192405563,2026/01/14,19:23:53,2026/01/14,20:30:13,6336,6336,576,0,6336,576,0,6336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,01:06:19,T11,0001,大兼直,未設定,2CA21660F38648638491D5FB3AEC90D0,串焼き,アスパラ肉巻き,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114192405563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CA21660F38648638491D5FB3AEC90D0,お通し,お通し,男性,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114192405563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CA21660F38648638491D5FB3AEC90D0,串焼き,レタス巻き,レタス巻き,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114192405563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CA21660F38648638491D5FB3AEC90D0,単品料理,ピリ辛メンマ,,,528,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114192405563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CA21660F38648638491D5FB3AEC90D0,串焼き,焼き鳥【もも】,タレ,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114192405563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CA21660F38648638491D5FB3AEC90D0,単品料理,揚げ餃子,,,550,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114192405563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CA21660F38648638491D5FB3AEC90D0,ビール,メガビール,,,1045,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114192405563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CA21660F38648638491D5FB3AEC90D0,串焼き,万能ネギのしゃぶ串,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114192405563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CA21660F38648638491D5FB3AEC90D0,串焼き,焼き鳥【せせり】塩,,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114192405563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CA21660F38648638491D5FB3AEC90D0,串焼き,焼き鳥【ぼんじり】,塩,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114192405563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CA21660F38648638491D5FB3AEC90D0,串焼き,焼き鳥【砂肝】,,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114192405563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CA21660F38648638491D5FB3AEC90D0,串焼き,焼き鳥【ささみ】,,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114192405563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CA21660F38648638491D5FB3AEC90D0,串焼き,焼き鳥【軟骨】,,,308,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,2026/01/14,18:56:39,2026/01/14,20:58:34,45872,45872,4170,0,45872,4170,0,45872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,120,02:01:55,T1,0001,大兼直,未設定,28E3AEB2CBE9401ABD01D979EE87407C,串焼き,のりチーズ,,,330,8,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,串焼き,アスパラ肉巻き,,,330,8,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,串焼き,つくね,,,308,8,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,飲み放題ドリンク,フリードリンク,コーラ,,0,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,飲み放題ドリンク,フリードリンク,日本酒【熱燗】,,0,7,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,飲み放題ドリンク,フリードリンク,グレフルサワー,,0,4,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,飲み放題ドリンク,フリードリンク,生ビール,,0,19,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,飲み放題ドリンク,フリードリンク,レモンサワー,,0,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,飲み放題ドリンク,フリードリンク2,ハイボール,,0,5,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,飲み放題ドリンク,フリードリンク2,ウーロン茶,,0,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,単品料理,枝豆,,,418,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,単品料理,記憶に残るポテトサラダ,,,748,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,単品料理,漬物盛り合わせ,,,628,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,コース,飲み放題,飲み放題2H,,2200,9,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,お通し,お通し,男性,,330,9,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,串焼き,豚しそ巻き,,,286,7,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,串焼き,豚串,,,330,8,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,串焼き,レタス巻き,レタス巻き,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,単品料理,シャカシャカポテト,チリガーリック,,638,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,単品料理,シャカシャカポテト,バター醤油,,638,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,串焼き,焼き鳥【皮】,塩,,308,3,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,串焼き,焼き鳥【ぼんじり】,塩,,308,8,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114185858088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28E3AEB2CBE9401ABD01D979EE87407C,単品料理,桃色片想いのチキン南蛮,,,858,2,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114192722057,2026/01/14,19:26:36,2026/01/14,21:31:15,11485,11485,1044,0,11485,1044,0,0,0,0,0,11485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,02:04:39,T3,0001,大兼直,未設定,3507100E536743ED8790EBDE92D0C06B,串焼き,のりチーズ,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114192722057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3507100E536743ED8790EBDE92D0C06B,串焼き,アスパラ肉巻き,,,330,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114192722057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3507100E536743ED8790EBDE92D0C06B,アルコール,角ハイボール,角ハイボール,,660,6,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114192722057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3507100E536743ED8790EBDE92D0C06B,サワー,こだわり酒場のレモンサワー,通常,,550,1,0,0,-,0,,0,0,0,0
,,,,,,,,,,HD0020260114192722057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3507100E536743ED8790EBDE92D0C06B,単品料理,たこわさ,,,495,1,0,0,-,0,,0,0,0,0
