取引No,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード(オンライン決済),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジ担当者名,ID,カテゴリー名,メニュー名,価格,注文数量,メモ
RB0120260505214854000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968691D6044D4C418CC0228556B06853,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260505214854000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968691D6044D4C418CC0228556B06853,"DESSERT COCKTAIL","ソイ抹茶アレキサンダー",1500,1,
RB0120260505214854000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968691D6044D4C418CC0228556B06853,"HOT APPETIZERS","マティポテ",1300,1,
RB0120260507184700000,2026/05/07,19:19:05,8200,8200,745,0,8200,745,8500,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,4,8,00:32:05,"D","橋本",298E959C4E1F4D31B54B691AEE74AC9F,"その他","tablecharge",600,4,"海外"
RB0120260507184700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298E959C4E1F4D31B54B691AEE74AC9F,"ビール","ガージェリー",1300,1,
RB0120260507184700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298E959C4E1F4D31B54B691AEE74AC9F,"NEW CLASSIC COCKTAIL","オーチャードマティーニ",1500,2,
RB0120260507184700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298E959C4E1F4D31B54B691AEE74AC9F,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260507211028000,2026/05/07,21:55:51,6300,6300,572,0,6300,572,0,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,00:45:22,"4","橋本",D265BF750C994EA2847964F66184720A,"その他","tablecharge",600,1,"新規
海外
ネグローニが好き
日本大好き"
RB0120260507211028000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D265BF750C994EA2847964F66184720A,"JAPANESE COCKTAIL","撫子ネグローニ",1900,2,
RB0120260507211028000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D265BF750C994EA2847964F66184720A,"JAPANESE COCKTAIL","ゆずマティーニ",1900,1,
RB0120260507213838000,2026/05/07,23:07:57,7200,7200,654,0,7200,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,01:29:19,"D","橋本",D250C70F9FE64F55B95492F758F21B37,"その他","tablecharge",600,2,"新規
"
RB0120260507213838000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D250C70F9FE64F55B95492F758F21B37,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,2,
RB0120260507213838000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D250C70F9FE64F55B95492F758F21B37,"ワイン（グラス）","デバルド・ビアンコ",1200,1,
RB0120260507213838000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D250C70F9FE64F55B95492F758F21B37,"ワイン（グラス）","デバルド・ロッソ",1200,1,
RB0120260507213838000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D250C70F9FE64F55B95492F758F21B37,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260507224835000,2026/05/07,23:50:33,8400,8400,763,0,8400,763,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,01:01:57,"C","橋本",2686E17432B642D98837399A1AC3CA1D,"その他","ドリンク",1600,2,""
RB0120260507224835000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2686E17432B642D98837399A1AC3CA1D,"その他","tablecharge",600,3,
RB0120260507224835000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2686E17432B642D98837399A1AC3CA1D,"NEW CLASSIC COCKTAIL","オリエンタルアフタヌーン",1500,1,
RB0120260507224835000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2686E17432B642D98837399A1AC3CA1D,"BAR SNACKS ","オリーブ",700,1,
RB0120260507224835000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2686E17432B642D98837399A1AC3CA1D,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260508190754000,2026/05/08,21:10:42,15120,16800,1374,0,15120,1374,0,15120,0,0,0,0,0,0,0,0,0,0,0,0,0,-1680,0,-1680,2,12,02:02:48,"C","橋本",D71D16C3551D4B1BBCCB6A88B3F4CA03,"その他","tablecharge",600,2,"CLP社員"
RB0120260508190754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D71D16C3551D4B1BBCCB6A88B3F4CA03,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,1,
RB0120260508190754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D71D16C3551D4B1BBCCB6A88B3F4CA03,"ビール","ハートランド",1000,1,
RB0120260508190754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D71D16C3551D4B1BBCCB6A88B3F4CA03,"ウイスキー","グレンアラヒー8年",1600,1,
RB0120260508190754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D71D16C3551D4B1BBCCB6A88B3F4CA03,"ウイスキー","グレンファークラス 12年",1800,1,
RB0120260508190754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D71D16C3551D4B1BBCCB6A88B3F4CA03,"ウイスキー","カリラ12年",1600,1,
RB0120260508190754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D71D16C3551D4B1BBCCB6A88B3F4CA03,"ウイスキー","ボウモア12年",1600,1,
RB0120260508190754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D71D16C3551D4B1BBCCB6A88B3F4CA03,"COLD APPETIZERS","牛肉と季節のフルーツのカルパッチョ",1500,1,
RB0120260508190754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D71D16C3551D4B1BBCCB6A88B3F4CA03,"HOT APPETIZERS","マティポテ",1300,1,
RB0120260508190754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D71D16C3551D4B1BBCCB6A88B3F4CA03,"MAIN DISHES","ミントのジェノベーゼ",1900,1,
RB0120260508190754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D71D16C3551D4B1BBCCB6A88B3F4CA03,"MAIN DISHES","ボロネーゼラザニア",2100,1,
RB0120260508202533000,2026/05/08,21:22:32,3600,3600,327,0,3600,327,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,00:56:59,"D","橋本",695518D3F90743FCA2511F93D8DBBE2A,"その他","tablecharge",600,2,"新規"
RB0120260508202533000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695518D3F90743FCA2511F93D8DBBE2A,"ウイスキー","ジョニーウォーカー ブラックラベル",1200,1,
RB0120260508202533000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695518D3F90743FCA2511F93D8DBBE2A,"ウイスキー","ジャックダニエル",1200,1,
RB0120260508213845000,2026/05/08,22:57:18,16600,16600,1509,0,16600,1509,16600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,01:18:33,"B, C","橋本",C880BDE63868457A8A8D67F93A3456DC,"その他","tablecharge",600,7,"新規"
RB0120260508213845000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C880BDE63868457A8A8D67F93A3456DC,"ウイスキー","ラフロイグ10年",1700,1,
RB0120260508213845000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C880BDE63868457A8A8D67F93A3456DC,"ウイスキー","アードベック 10年",1600,2,
RB0120260508213845000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C880BDE63868457A8A8D67F93A3456DC,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260508213845000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C880BDE63868457A8A8D67F93A3456DC,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260508213845000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C880BDE63868457A8A8D67F93A3456DC,"DESSERT COCKTAIL","ティラミスロブロイ",1500,2,
RB0120260508213845000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C880BDE63868457A8A8D67F93A3456DC,"DESSERT COCKTAIL","キャラメルナッツキャデラック",1500,1,
RB0120260508223533000,2026/05/08,23:36:04,4900,4900,445,0,4900,445,0,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,01:00:31,"D","大泉",C43568F4E11441F3807E10D401BEBFF9,"その他","tablecharge",600,2,"新規"
RB0120260508223533000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C43568F4E11441F3807E10D401BEBFF9,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260508223533000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C43568F4E11441F3807E10D401BEBFF9,"NEW CLASSIC COCKTAIL","ベルガモットモスコミュール",1500,1,
RB0120260508223533000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C43568F4E11441F3807E10D401BEBFF9,"BAR SNACKS ","キャンディピーカン",700,1,
RB0120260508223839000,2026/05/08,23:48:00,5400,5400,490,0,5400,490,0,5200,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,2,5,01:09:21,"E","大泉",B3D37018123E4DAA90F41BD2D2C25213,"その他","tablecharge",600,2,"一般、ホットペッパー"
RB0120260508223839000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3D37018123E4DAA90F41BD2D2C25213,"NEW CLASSIC COCKTAIL","ベルガモットモスコミュール",1500,1,
RB0120260508223839000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3D37018123E4DAA90F41BD2D2C25213,"FRUITS COCKTAIL","ローズガーデン",1500,1,
RB0120260508223839000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3D37018123E4DAA90F41BD2D2C25213,"DESSERT","キャラメルバナナ",1200,1,
